,actor,url
50,Egregor,http://egregor4u5ipdzhv.onion/
51,Entropy,http://leaksv7sroztl377bbohzl42i3ddlfsxopcb6355zc7olzigedm5agad.onion/
52,Everest,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/
53,File Leaks (SYNack),http://xqkz2rmrqkeqf6sjbrb47jfwnqxcd4o2zvaxxzrpbh2piknms37rw2ad.onion/
54,Grief,http://griefcameifmv4hfr3auozmovz5yi6m3h3dwbuqw7baomfxoxz4qteid.onion/
55,Groove,http://ws3dh6av66sjbxxkjpw5ao3wqzmtejnkzheswm4dz5rrwvular7xvkqd.onion/
56,Haron,http://ft4zr2jzlqoyob7yg4fcpwyt37hox3ajajqnfkdvbfrkjioyunmqnpad.onion/
57,HiveLeaks,http://hiveleakdbtnp76ulyhi52eag6c6tyc3xw7ez7iqy6wc34gd2nekazyd.onion/
58,HORSEMAGYAR,https://icq.im/HORSEMAGYAR
59,IndustrialSpy,https://industrial-spy.com/
60,IndustrialSpy,https://twitter.com/SpyIndustrial
61,IndustrialSpy,https://t.me/Industrial_Spy
62,IndustrialSpy,http://spyarea23ttlty6qav3ecmbclpqym3p32lksanoypvrqm6j5onstsjad.onion/
63,Karakurt,https://94.156.174.204/
64,Karakurt,http://karachat.tech/
65,Karakurt,http://karachat.group/
66,Karakurt,https://lhxxtrqraokn63f3nubhbjrzxkrgduq3qogp3yr424tkpvh3z7n4kcyd.onion/
67,Karakurt,https://karanews.live/
68,Karakurt,https://104.243.34.214/
69,Karakurt,https://karakurt.tech/
70,Karakurt,https://209.222.98.19/
71,Karakurt,https://omx5iqrdbsoitf3q4xexrqw5r5tfw7vp3vl3li3lfo7saabxazshnead.onion/
72,Karma,http://3nvzqyo6l4wkrzumzu5aod7zbosq4ipgf7ifgj3hsvbcr5vcasordvqd.onion/
73,LockBit,http://lockbitaptku3l2q.onion/
74,LockBit,http://lockbitks2tvnmwk.onion/
75,LockBit 2.0,http://lockbitsap2oaqhcun3syvbqt6n5nzt7fqosc6jdlmsfleu3ka4k2did.onion/
76,LockBit 2.0,http://lockbitsup4yezcd5enk5unncx3zcy7kw6wllyqmiyhvanjj352jayid.onion/
77,LockBit 2.0,https://bigblog.at/
78,LockBit 2.0,https://decoding.at/
79,LockBit 2.0,http://lockbitapt34kvrip6xojylohhxrwsvpzdffgs5z4pbbsywnzsbdguqd.onion/
80,LockBit 2.0,http://lockbitapt5x4zkjbcqmz6frdhecqqgadevyiwqxukksspnlidyvd7qd.onion/
81,LockBit 2.0,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/
82,LockBit 2.0,http://lockbitaptc2iq4atewz2ise62q63wfktyrl4qtwuk5qax262kgtzjqd.onion/
83,LockBit 2.0,http://lockbitaptq7ephv2oigdncfhtwhpqgwmqojnxqdyhprxxfpcllqdxad.onion/
84,LockBit 2.0,http://lockbitaptstzf3er2lz6ku3xuifafq2yh5lmiqj5ncur6rtlmkteiqd.onion/
85,LockBit 2.0,http://oyarbnujct53bizjguvolxou3rmuda2vr72osyexngbdkhqebwrzsnad.onion/
86,LockBit 2.0,http://yq43odyrmzqvyezdindg2tokgogf3pn6bcdtvgczpz5a74tdxjbtk2yd.onion/
87,LockBit 2.0,http://www.lockbitapt.uz/
88,LockBit 3.0,http://lockbitaptbdiajqtplcrigzgdjprwugkkut63nbvy2d5r4w2agyekqd.onion/
89,LockBit 3.0,http://lockbitapt2yfbt7lchxejug47kmqvqqxvvjpqkmevv4l3azl3gy6pyd.onion/
90,LockData,http://wm6mbuzipviusuc42kcggzkdpbhuv45sn7olyamy6mcqqked3waslbqd.onion/
91,Lorenz,http://lorenzmlwpzgxq736jzseuterytjueszsvznuibanxomlpkyxk6ksoyd.onion/
92,LV,http://rbvuetuneohce3ouxjlbxtimyyxokb4btncxjbo44fbgxqy7tskinwad.onion/
93,LV,http://4qbxi3i2oqmyzxsjg4fwe4aly3xkped52gq5orp6efpkeskvchqe27id.onion/
94,Makop,http://4vnantc2am6qutkm.onion/
95,Marketo,http://fvki3hj7uxuirxpeop6chgqoczanmebutznt2mkzy6waov6w456vjuid.onion/
96,Marketo,http://marketojbwagqnwx.onion/
97,Marketo,http://jvdamsif53dqjycuozlaye2s47p7xij4x6hzwzwhzrqmv36gkyzohhqd.onion/
98,MAZE,https://mazenews.top/
99,MAZE,http://45.141.86.137/
100,MBC,http://xembshruusobgbvxg4tcjs3jpdnks6xrr6nbokfxadcnlc53yxir22ad.onion/
101,Midas,http://ymnbqd5gmtxc2wepkesq2ktr5qf4uga6wwrsbtktq7n5uvhqmbyaq4qd.onion/blog.php
102,Midas,http://midasbkic5eyfox4dhnijkzc7v7e4hpmsb2qgux7diqbpna4up4rtdad.onion/
103,Mindware,https://dfpc7yvle5kxmgg6sbcp5ytggy3oeob676bjgwcwhyr2pwcrmbvoilqd.onion/
104,MosesStaff,https://moses-staff.se/activities/
105,MosesStaff,http://mosesstaffm7hptp.onion/
106,Mount Locker,http://mountnewsokhwilx.onion/
107,MountLocker,http://6mlzahkc7vejytppbqhqjou4ipftgs3gizof2x4zklblliayhsqb3wad.onion/
108,N3TWORM,http://n3twormruynhn3oetmxvasum2miix2jgg56xskdoyihra4wthvlgyeyd.onion/
109,Nefilim,https://corpleaks.net/
110,Nefilim,http://hxt254aygrsziejn.onion/
111,Nemty,http://nemty.top/
112,NightSky,http://gg5ryfgogainisskdvh4y373ap3b2mxafcibeh2lvq5x7fx76ygcosad.onion/
113,Nokoyawa,http://lirncvjfmdhv6samxvvlohfqx7jklfxoxj7xn3fh7qeabs3taemdsdqd.onion/
114,NoName,http://vfokxcdzjbpehgit223vzdzwte47l3zcqtafj34qrr26htjo4uf3obid.onion/
115,Onyx,http://mrdxtxy6vqeqbmb4rvbvueh2kukb3e3mhu3wdothqn7242gztxyzycid.onion/
116,Pandora,http://vbfqeh5nugm6r2u2qvghsdxm3fotf5wbxb5ltv6vw77vus5frdpuaiid.onion/
117,PAY2KEY,http://pay2key2zkg7arp3kv3cuugdaqwuesifnbofun4j6yjdw5ry7zw2asid.onion/
118,payload.bin,http://vbmisqjshn4yblehk2vbnil53tlqklxsdaztgphcilto3vdj4geao5qd.onion/
119,ProLock,http://msaoyrayohnp32tcgwcanhjouetb5k54aekgnwg7dcvtgtecpumrxpqd.onion/
120,Prometheus,http://promethw27cbrcot.onion/blog/
121,PYSA,http://wqmfzni2nvbbpk25.onion/
122,PYSA,http://pysa2bitc5ldeyfak4seeruqymqs4sj5wt5qkcq7aoyg4h2acqieywad.onion/
123,Quantum,http://quantum445bh3gzuyilxdzs5xdepf3b7lkcupswvkryf3n7hgzpxebid.onion/
124,Quantum,http://185.38.185.32/
125,Quantum,http://quantumleap.quest/
126,Quantum,http://iwasruninhome.site/
127,Quantum,http://anf.gourtech.com/
128,RagnarLocker,http://p6o7m73ujalhgkiv.onion/
129,RagnarLocker,http://rgleaktxuey67yrgspmhvtnrqtgogur35lwdrup4d3igtbm3pupc4lyd.onion/
130,Ragnarok,http://sushlnty2j7qdzy64qnvyb6ajkwg7resd3p6agc2widnawodtcedgjid.onion/
131,RansomHouse,http://xw7au5pnwtl6lozbsudkmyd32n6gnqdngitjdppybudan3x3pjgpmpid.onion/
132,Ranzy Leak (former Ako),http://37rckgo66iydpvgpwve7b2el5q2zhjw4tv4lmyewufnpx4lhkekxkoqd.onion/
133,REvil,http://dnpscnbaix6nkwvystl3yxglz7nteicqrou3t75tpcc5532cztc46qyd.onion/
134,RobinHoodLeaks,https://robinhoodleaks.tumblr.com/
135,RobinHoodLeaks,https://twitter.com/RobinHoodLeaks
136,RobinHoodLeaks,https://gettr.com/user/robinhoodleaks/
137,Rook,http://gamol6n6p2p4c3ad7gxmx3ur7wwdwlywebo2azv3vv5qlmjmole2zbyd.onion/
138,Sekhmet,http://www.sekhmetleaks.top/
139,Sekhmet,http://o3n4bhhtybbtwqqs.onion/
140,Snatch,https://snatch.press/
141,Snatch,http://hl66646wtlp2naoqnhattngigjp5palgqmbwixepcjyq5i534acgqyad.onion/index.php
142,Snatch,https://snatch.vip/
143,Spook,http://spookuhvfyxzph54ikjfwf2mwmxt572krpom7reyayrmxbkizbvkpaid.onion/
144,STORMOUS RANSOMWARE,https://t.me/STORMOUS_HACKER
145,SunCrypt,http://x2miyuiwpib2imjr5ykyjngdu7v6vprkkhjltrk4qafymtawey4qzwid.onion/clients
146,SunCrypt,http://nbzzb6sa6xuura2z.onion/
147,SunCrypt,http://sttzxdr7uofos6f5koi644dv2xash7ope5x2yrat6fmhyvywigzc3eqd.onion/
148,Vice Society,http://vsociethok6sbprvevl4dlwbqrzyhxcxaqpvcqt5belwvsuxaxsutyad.onion/
149,Vice Society,http://4hzyuotli6maqa4u.onion/
150,XingTeam,http://xingnewj6m4qytljhfwemngm7r7rogrindbq7wrfeepejgxc3bwci7qd.onion/
151,,
