,actor,url
18,[hiveleak](https://ransomwatch.telemetry.ltd/#/profiles?id=hiveleak) ,hiveapi4nyabjdfz2hxdsr7otrcv6zq6m4rk5i2w7j64lrtny4b7vjad.onion 
19,[arvinclub](https://ransomwatch.telemetry.ltd/#/profiles?id=arvinclub) ,3kp6j22pz3zkv76yutctosa6djpj4yib2icvdqxucdaxxedumhqicpad.onion 
20,[avoslocker](https://ransomwatch.telemetry.ltd/#/profiles?id=avoslocker) ,avosqxh72b5ia23dl5fgwcpndkctuzqvh2iefk5imp3pi5gfhel5klad.onion 
21,[grief](https://ransomwatch.telemetry.ltd/#/profiles?id=grief) ,griefcameifmv4hfr3auozmovz5yi6m3h3dwbuqw7baomfxoxz4qteid.onion 
22,[avaddon](https://ransomwatch.telemetry.ltd/#/profiles?id=avaddon) ,avaddongun7rngel.onion 
23,[vicesociety](https://ransomwatch.telemetry.ltd/#/profiles?id=vicesociety) ,4hzyuotli6maqa4u.onion 
24,[vicesociety](https://ransomwatch.telemetry.ltd/#/profiles?id=vicesociety) ,vsociethok6sbprvevl4dlwbqrzyhxcxaqpvcqt5belwvsuxaxsutyad.onion 
25,[vicesociety](https://ransomwatch.telemetry.ltd/#/profiles?id=vicesociety) ,ecdmr42a34qovoph557zotkfvth4fsz56twvwgiylstjup4r5bpc4oad.onion 
26,[xinglocker](https://ransomwatch.telemetry.ltd/#/profiles?id=xinglocker) ,xingnewj6m4qytljhfwemngm7r7rogrindbq7wrfeepejgxc3bwci7qd.onion 
27,[darkside](https://ransomwatch.telemetry.ltd/#/profiles?id=darkside) ,darksidc3iux462n6yunevoag52ntvwp6wulaz3zirkmh4cnz6hhj7id.onion 
28,[ragnarlocker](https://ransomwatch.telemetry.ltd/#/profiles?id=ragnarlocker) ,rgleak7op734elep.onion 
29,[ragnarlocker](https://ransomwatch.telemetry.ltd/#/profiles?id=ragnarlocker) ,rgleaktxuey67yrgspmhvtnrqtgogur35lwdrup4d3igtbm3pupc4lyd.onion 
30,[ragnarlocker](https://ransomwatch.telemetry.ltd/#/profiles?id=ragnarlocker) ,p6o7m73ujalhgkiv.onion 
31,[clop](https://ransomwatch.telemetry.ltd/#/profiles?id=clop) ,ekbgzchl6x2ias37.onion 
32,[clop](https://ransomwatch.telemetry.ltd/#/profiles?id=clop) ,santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion 
33,[netwalker](https://ransomwatch.telemetry.ltd/#/profiles?id=netwalker) ,rnfdsgm6wb6j6su5txkekw4u4y47kp2eatvu7d6xhyn5cs4lt4pdrqqd.onion 
34,[doppelpaymer](https://ransomwatch.telemetry.ltd/#/profiles?id=doppelpaymer) ,hpoo4dosa3x4ognfxpqcrjwnsigvslm7kv6hvmhh2yqczaxy3j6qnwad.onion 
35,[revil](https://ransomwatch.telemetry.ltd/#/profiles?id=revil) ,dnpscnbaix6nkwvystl3yxglz7nteicqrou3t75tpcc5532cztc46qyd.onion 
36,[revil](https://ransomwatch.telemetry.ltd/#/profiles?id=revil) ,aplebzu47wgazapdqks6vrcv6zcnjppkbxbr6wketf56nf6aq2nmyoyd.onion 
37,[revil](https://ransomwatch.telemetry.ltd/#/profiles?id=revil) ,blogxxu75w63ujqarv476otld7cyjkq4yoswzt4ijadkjwvg3vrvd5yd.onion 
38,[everest](https://ransomwatch.telemetry.ltd/#/profiles?id=everest) ,ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion 
39,[ragnarok](https://ransomwatch.telemetry.ltd/#/profiles?id=ragnarok) ,wobpitin77vdsdiswr43duntv6eqw4rvphedutpaxycjdie6gg3binad.onion 
40,[ragnarok](https://ransomwatch.telemetry.ltd/#/profiles?id=ragnarok) ,sushlnty2j7qdzy64qnvyb6ajkwg7resd3p6agc2widnawodtcedgjid.onion 
41,[conti](https://ransomwatch.telemetry.ltd/#/profiles?id=conti) ,continewsnv5otx5kaoje7krkto2qbu3gtqef22mnr7eaxw3y6ncz3ad.onion 
42,[conti](https://ransomwatch.telemetry.ltd/#/profiles?id=conti) ,continews.click 
43,[conti](https://ransomwatch.telemetry.ltd/#/profiles?id=conti) ,continews.bz 
44,[pysa](https://ransomwatch.telemetry.ltd/#/profiles?id=pysa) ,pysa2bitc5ldeyfak4seeruqymqs4sj5wt5qkcq7aoyg4h2acqieywad.onion 
45,[nefilim](https://ransomwatch.telemetry.ltd/#/profiles?id=nefilim) ,hxt254aygrsziejn.onion 
46,[maze](https://ransomwatch.telemetry.ltd/#/profiles?id=maze) ,xfr3txoorcyy7tikjgj5dk3rvo3vsrpyaxnclyohkbfp3h277ap4tiad.onion 
47,[mount-locker](https://ransomwatch.telemetry.ltd/#/profiles?id=mount-locker) ,mountnewsokhwilx.onion 
48,[babuk-locker](https://ransomwatch.telemetry.ltd/#/profiles?id=babuk-locker) ,nq4zyac4ukl4tykmidbzgdlvaboqeqsemkp4t35bzvjeve6zm2lqcjid.onion 
49,[ransomexx](https://ransomwatch.telemetry.ltd/#/profiles?id=ransomexx) ,rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion 
50,[cuba](https://ransomwatch.telemetry.ltd/#/profiles?id=cuba) ,cuba4mp6ximo2zlo.onion 
51,[cuba](https://ransomwatch.telemetry.ltd/#/profiles?id=cuba) ,cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion 
52,[pay2key](https://ransomwatch.telemetry.ltd/#/profiles?id=pay2key) ,pay2key2zkg7arp3kv3cuugdaqwuesifnbofun4j6yjdw5ry7zw2asid.onion 
53,[aztroteam](https://ransomwatch.telemetry.ltd/#/profiles?id=aztroteam) ,anewset3pcya3xvk73hj7yunuamutxxsm5sohkdi32blhmql55tvgqad.onion 
54,[lockdata](https://ransomwatch.telemetry.ltd/#/profiles?id=lockdata) ,wm6mbuzipviusuc42kcggzkdpbhuv45sn7olyamy6mcqqked3waslbqd.onion 
55,[blacktor](https://ransomwatch.telemetry.ltd/#/profiles?id=blacktor) ,bl4cktorpms2gybrcyt52aakcxt6yn37byb65uama5cimhifcscnqkid.onion 
56,[haron](https://ransomwatch.telemetry.ltd/#/profiles?id=haron) ,ft4zr2jzlqoyob7yg4fcpwyt37hox3ajajqnfkdvbfrkjioyunmqnpad.onion 
57,[darkleakmarket](https://ransomwatch.telemetry.ltd/#/profiles?id=darkleakmarket) ,54rdhzjzc4ids4u4wata4zr4ywfon5wpz2ml4q3avelgadpvmdal2vqd.onion 
58,[darkleakmarket](https://ransomwatch.telemetry.ltd/#/profiles?id=darkleakmarket) ,aby6efzmp7jzbwgidgqc6ghxi2vwpo6d7eaood5xuoxutrfofsmzcjqd.onion 
59,[darkleakmarket](https://ransomwatch.telemetry.ltd/#/profiles?id=darkleakmarket) ,darklmmmfuonklpy6s3tmvk5mrcdi7iapaw6eka45esmoryiiuug6aid.onion 
60,[darkleakmarket](https://ransomwatch.telemetry.ltd/#/profiles?id=darkleakmarket) ,darkleakyqmv62eweqwy4dnhaijg4m4dkburo73pzuqfdumcntqdokyd.onion 
61,[prometheus](https://ransomwatch.telemetry.ltd/#/profiles?id=prometheus) ,promethw27cbrcot.onion 
62,[blackmatter](https://ransomwatch.telemetry.ltd/#/profiles?id=blackmatter) ,blackmax7su6mbwtcyo3xwtpfxpm356jjqrs34y4crcytpw7mifuedyd.onion 
63,[payloadbin](https://ransomwatch.telemetry.ltd/#/profiles?id=payloadbin) ,vbmisqjshn4yblehk2vbnil53tlqklxsdaztgphcilto3vdj4geao5qd.onion 
64,[groove](https://ransomwatch.telemetry.ltd/#/profiles?id=groove) ,ws3dh6av66sjbxxkjpw5ao3wqzmtejnkzheswm4dz5rrwvular7xvkqd.onion 
65,[ako](https://ransomwatch.telemetry.ltd/#/profiles?id=ako) ,kwvhrdibgmmpkhkidrby4mccwqpds5za6uo2thcw5gz75qncv7rbhyad.onion 
66,[atomsilo](https://ransomwatch.telemetry.ltd/#/profiles?id=atomsilo) ,mhdehvkomeabau7gsetnsrhkfign4jgnx3wajth5yb5h6kvzbd72wlqd.onion 
67,[atomsilo](https://ransomwatch.telemetry.ltd/#/profiles?id=atomsilo) ,l5cjga2ksw6rxumu5l4xxn3cmahhi2irkbwg3amx6ajroyfmfgpfllid.onion 
68,[avos](https://ransomwatch.telemetry.ltd/#/profiles?id=avos) ,avos2fuj6olp6x36.onion 
69,[blackbyte](https://ransomwatch.telemetry.ltd/#/profiles?id=blackbyte) ,6iaj3efye3q62xjgfxyegrufhewxew7yt4scxjd45tlfafyja6q4ctqd.onion 
70,[blackbyte](https://ransomwatch.telemetry.ltd/#/profiles?id=blackbyte) ,f5uzduboq4fa2xkjloprmctk7ve3dm46ff7aniis66cbekakvksxgeqd.onion 
71,[blackbyte](https://ransomwatch.telemetry.ltd/#/profiles?id=blackbyte) ,dlyo7r3n4qy5fzv4645nddjwarj7wjdd6wzckomcyc7akskkxp4glcad.onion 
72,[blackbyte](https://ransomwatch.telemetry.ltd/#/profiles?id=blackbyte) ,fl3xpz5bmgzxy4fmebhgsbycgnz24uosp3u4g33oiln627qq3gyw37ad.onion 
73,[blackbyte](https://ransomwatch.telemetry.ltd/#/profiles?id=blackbyte) ,ce6roic2ykdjunyzazsxmjpz5wsar4pflpoqzntyww5c2eskcp7dq4yd.onion 
74,[lolnek](https://ransomwatch.telemetry.ltd/#/profiles?id=lolnek) ,mmeeiix2ejdwkmseycljetmpiwebdvgjts75c63camjofn2cjdoulzqd.onion 
75,[blackshadow](https://ransomwatch.telemetry.ltd/#/profiles?id=blackshadow) ,544corkfh5hwhtn4.onion 
76,[bonacigroup](https://ransomwatch.telemetry.ltd/#/profiles?id=bonacigroup) ,bonacifryrxr4siz6ptvokuihdzmjzpveruklxumflz5thmkgauty2qd.onion 
77,[crylock](https://ransomwatch.telemetry.ltd/#/profiles?id=crylock) ,d57uremugxjrafyg.onion 
78,[ech0raix](https://ransomwatch.telemetry.ltd/#/profiles?id=ech0raix) ,veqlxhq7ub5qze3qy56zx2cig2e6tzsgxdspkubwbayqije6oatma6id.onion 
79,[ep918](https://ransomwatch.telemetry.ltd/#/profiles?id=ep918) ,dg5fyig37abmivryrxlordrczn6d6r5wzcfe2msuo5mbbu2exnu46fid.onion 
80,[exorcist](https://ransomwatch.telemetry.ltd/#/profiles?id=exorcist) ,7iulpt5i6whht6zo2r52f7vptxtjxs3vfcdxxazllikrtqpupn4epnqd.onion 
81,[hades](https://ransomwatch.telemetry.ltd/#/profiles?id=hades) ,ixltdyumdlthrtgx.onion 
82,[hellokitty](https://ransomwatch.telemetry.ltd/#/profiles?id=hellokitty) ,3r6n77mpe737w4sbxxxrpc5phbluv6xhtdl5ujpnlvmck5tc7blq2rqd.onion 
83,[hotarus](https://ransomwatch.telemetry.ltd/#/profiles?id=hotarus) ,r6d636w47ncnaukrpvlhmtdbvbeltc6enfcuuow3jclpmyga7cz374qd.onion 
84,[karma](https://ransomwatch.telemetry.ltd/#/profiles?id=karma) ,3nvzqyo6l4wkrzumzu5aod7zbosq4ipgf7ifgj3hsvbcr5vcasordvqd.onion 
85,[lockbit](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit) ,lockbitkodidilol.onion 
86,[mbc](https://ransomwatch.telemetry.ltd/#/profiles?id=mbc) ,xembshruusobgbvxg4tcjs3jpdnks6xrr6nbokfxadcnlc53yxir22ad.onion 
87,[mydecryptor](https://ransomwatch.telemetry.ltd/#/profiles?id=mydecryptor) ,5s4ixqul2enwxrqv.onion 
88,[n3tworm](https://ransomwatch.telemetry.ltd/#/profiles?id=n3tworm) ,n3twormruynhn3oetmxvasum2miix2jgg56xskdoyihra4wthvlgyeyd.onion 
89,[nemty](https://ransomwatch.telemetry.ltd/#/profiles?id=nemty) ,zjoxyw5mkacojk5ptn2iprkivg5clow72mjkyk5ttubzxprjjnwapkad.onion 
90,[onepercent](https://ransomwatch.telemetry.ltd/#/profiles?id=onepercent) ,5mvifa3xq5m7sou3xzaajfz7h6eserp5fnkwotohns5pgbb5oxty3zad.onion 
91,[prolock](https://ransomwatch.telemetry.ltd/#/profiles?id=prolock) ,msaoyrayohnp32tcgwcanhjouetb5k54aekgnwg7dcvtgtecpumrxpqd.onion 
92,[qlocker](https://ransomwatch.telemetry.ltd/#/profiles?id=qlocker) ,gvka2m4qt5fod2fltkjmdk4gxh5oxemhpgmnmtjptms6fkgfzdd62tad.onion 
93,[ranzy](https://ransomwatch.telemetry.ltd/#/profiles?id=ranzy) ,37rckgo66iydpvgpwve7b2el5q2zhjw4tv4lmyewufnpx4lhkekxkoqd.onion 
94,[vfokx](https://ransomwatch.telemetry.ltd/#/profiles?id=vfokx) ,vfokxcdzjbpehgit223vzdzwte47l3zcqtafj34qrr26htjo4uf3obid.onion 
95,[vfokx](https://ransomwatch.telemetry.ltd/#/profiles?id=vfokx) ,746pbrxl7acvrlhzshosye3b3udk4plurpxt2pp27pojfhkkaooqiiqd.onion 
96,[xinof](https://ransomwatch.telemetry.ltd/#/profiles?id=xinof) ,wj3b2wtj7u2bzup75tzhnso56bin6bnvsxcbwbfcuvzpc4vcixbywlid.onion 
97,[spook](https://ransomwatch.telemetry.ltd/#/profiles?id=spook) ,spookuhvfyxzph54ikjfwf2mwmxt572krpom7reyayrmxbkizbvkpaid.onion 
98,[RAMP](https://ransomwatch.telemetry.ltd/#/profiles?id=RAMP) ,wavbeudogz6byhnardd2lkp2jafims3j7tj6k6qnywchn2csngvtffqd.onion 
99,[RAMP](https://ransomwatch.telemetry.ltd/#/profiles?id=RAMP) ,rampjcdlqvgkoz5oywutpo6ggl7g6tvddysustfl6qzhr5osr24xxqqd.onion 
100,[RAMP](https://ransomwatch.telemetry.ltd/#/profiles?id=RAMP) ,ramp4u5iz4xx75vmt6nk5xfrs5mrmtokzszqxhhkjqlk7pbwykaz7zid.onion 
101,[sabbath](https://ransomwatch.telemetry.ltd/#/profiles?id=sabbath) ,54bb47h5qu4k7l4d7v5ix3i6ak6elysn3net4by4ihmvrhu7cvbskoqd.onion 
102,[sabbath](https://ransomwatch.telemetry.ltd/#/profiles?id=sabbath) ,54bb47h.blog 
103,[quantum](https://ransomwatch.telemetry.ltd/#/profiles?id=quantum) ,quantum445bh3gzuyilxdzs5xdepf3b7lkcupswvkryf3n7hgzpxebid.onion 
104,[medusa](https://ransomwatch.telemetry.ltd/#/profiles?id=medusa) ,qd7pcafncosqfqu3ha6fcx4h6sr7tzwagzpcdcnytiw3b6varaeqv5yd.onion 
105,[snatch](https://ransomwatch.telemetry.ltd/#/profiles?id=snatch) ,hl66646wtlp2naoqnhattngigjp5palgqmbwixepcjyq5i534acgqyad.onion 
106,[snatch](https://ransomwatch.telemetry.ltd/#/profiles?id=snatch) ,snatch.press 
107,[midas](https://ransomwatch.telemetry.ltd/#/profiles?id=midas) ,midasbkic5eyfox4dhnijkzc7v7e4hpmsb2qgux7diqbpna4up4rtdad.onion 
108,[entropy](https://ransomwatch.telemetry.ltd/#/profiles?id=entropy) ,leaksv7sroztl377bbohzl42i3ddlfsxopcb6355zc7olzigedm5agad.onion 
109,[robinhood](https://ransomwatch.telemetry.ltd/#/profiles?id=robinhood) ,robinhoodleaks.tumblr.com 
110,[mosesstaff](https://ransomwatch.telemetry.ltd/#/profiles?id=mosesstaff) ,mosesstaffm7hptp.onion 
111,[mosesstaff](https://ransomwatch.telemetry.ltd/#/profiles?id=mosesstaff) ,moses-staff.se 
112,[cooming](https://ransomwatch.telemetry.ltd/#/profiles?id=cooming) ,z6mikrtphid5fmn52nbcbg25tj57sowlm3oc25g563yvsfmygkcxqbyd.onion 
113,[cooming](https://ransomwatch.telemetry.ltd/#/profiles?id=cooming) ,teo7aj5mfgzxyeme.onion 
114,[aGl0bGVyCg](https://ransomwatch.telemetry.ltd/#/profiles?id=aGl0bGVyCg) ,hitleransomware.cf 
115,[rook](https://ransomwatch.telemetry.ltd/#/profiles?id=rook) ,gamol6n6p2p4c3ad7gxmx3ur7wwdwlywebo2azv3vv5qlmjmole2zbyd.onion 
116,[unknown](https://ransomwatch.telemetry.ltd/#/profiles?id=unknown) ,tdoe2fiiamwkiadhx2a4dfq56ztlqhzl2vckgwmjtoanfaya4kqvvvyd.onion 
117,[unknown](https://ransomwatch.telemetry.ltd/#/profiles?id=unknown) ,darktorhvabc652txfc575oendhykqcllb7bh7jhhsjduocdlyzdbmqd.onion 
118,[rransom](https://ransomwatch.telemetry.ltd/#/profiles?id=rransom) ,t2tqvp4pctcr7vxhgz5yd5x4ino5tw7jzs3whbntxirhp32djhi7q3id.onion 
119,[babyduck](https://ransomwatch.telemetry.ltd/#/profiles?id=babyduck) ,babydovegkmhbontykziyq7qivwzy33mu4ukqefe4mqpiiwd3wibnjqd.onion 
120,[alphv](https://ransomwatch.telemetry.ltd/#/profiles?id=alphv) ,alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion 
121,[alphv](https://ransomwatch.telemetry.ltd/#/profiles?id=alphv) ,2cuqgeerjdba2rhdiviezodpu3lc4qz2sjf4qin6f7std2evleqlzjid.onion 
122,[cryp70n1c0d3](https://ransomwatch.telemetry.ltd/#/profiles?id=cryp70n1c0d3) ,7k4yyskpz3rxq5nyokf6ztbpywzbjtdfanweup3skctcxopmt7tq7eid.onion 
123,[dread](https://ransomwatch.telemetry.ltd/#/profiles?id=dread) ,dreadytofatroptsdj6io7l3xptbet6onoyno2yv7jicoxknyazubrad.onion 
124,[againstthewest](https://ransomwatch.telemetry.ltd/#/profiles?id=againstthewest) ,giphvoitymatg4cv7bxqh5dz6sn6bfscywoat4qtslztkomf5lavrayd.onion 
125,[holyghost](https://ransomwatch.telemetry.ltd/#/profiles?id=holyghost) ,matmq3z3hiovia3voe2tix2x54sghc3tszj74xgdy4tqtypoycszqzqd.onion 
126,[nightsky](https://ransomwatch.telemetry.ltd/#/profiles?id=nightsky) ,gg5ryfgogainisskdvh4y373ap3b2mxafcibeh2lvq5x7fx76ygcosad.onion 
127,[ransomcartel](https://ransomwatch.telemetry.ltd/#/profiles?id=ransomcartel) ,u67aylig7i6l657wxmp274eoilaowhp3boljowa6bli63rxyzfzsbtyd.onion 
128,[adminlocker](https://ransomwatch.telemetry.ltd/#/profiles?id=adminlocker) ,adminavf4cikzbv6mbbp7ujpwhygnn2t3egiz2pswldj32krrml42wyd.onion 
129,[sugar](https://ransomwatch.telemetry.ltd/#/profiles?id=sugar) ,chat5sqrnzqewampznybomgn4hf2m53tybkarxk4sfaktwt7oqpkcvyd.onion 
130,[zeon](https://ransomwatch.telemetry.ltd/#/profiles?id=zeon) ,zeonrefpbompx6rwdqa5hxgtp2cxgfmoymlli3azoanisze33pp3x3yd.onion 
131,[freecivilian](https://ransomwatch.telemetry.ltd/#/profiles?id=freecivilian) ,gcbejm2rcjftouqbxuhimj5oroouqcuxb2my4raxqa7efkz5bd5464id.onion 
132,[pandora](https://ransomwatch.telemetry.ltd/#/profiles?id=pandora) ,vbfqeh5nugm6r2u2qvghsdxm3fotf5wbxb5ltv6vw77vus5frdpuaiid.onion 
133,[pandora](https://ransomwatch.telemetry.ltd/#/profiles?id=pandora) ,pandoraxyz.xyz 
134,[stormous](https://ransomwatch.telemetry.ltd/#/profiles?id=stormous) ,3slz4povugieoi3tw7sblxoowxhbzxeju427cffsst5fo2tizepwatid.onion 
135,[leaktheanalyst](https://ransomwatch.telemetry.ltd/#/profiles?id=leaktheanalyst) ,leaktheanalyst.fireeye62c3da3fnosymmmcqcty7rl7cjucpbkzaz275a4qs5fgkzhad.onion 
136,[ranion](https://ransomwatch.telemetry.ltd/#/profiles?id=ranion) ,ranionv3j2o7wrn3um6de33eccbchhg32mkgnnoi72enkpp7jc25h3ad.onion 
137,[x001xs](https://ransomwatch.telemetry.ltd/#/profiles?id=x001xs) ,nalr2uqsave7y2r235am5jsfiklfjh5h4jc5nztu3rzvmhklwt5j6kid.onion 
138,[kelvinsecurity](https://ransomwatch.telemetry.ltd/#/profiles?id=kelvinsecurity) ,kelvinsecteamcyber.wixsite.com 
139,[blackbasta](https://ransomwatch.telemetry.ltd/#/profiles?id=blackbasta) ,stniiomyjliimcgkvdszvgen3eaaoz55hreqqx6o77yvmpwt7gklffqd.onion 
140,[blackbasta](https://ransomwatch.telemetry.ltd/#/profiles?id=blackbasta) ,aazsbsgya565vlu2c6bzy6yfiebkcbtvvcytvolt33s77xypi7nypxyd.onion 
141,[onyx](https://ransomwatch.telemetry.ltd/#/profiles?id=onyx) ,mrdxtxy6vqeqbmb4rvbvueh2kukb3e3mhu3wdothqn7242gztxyzycid.onion 
142,[mindware](https://ransomwatch.telemetry.ltd/#/profiles?id=mindware) ,dfpc7yvle5kxmgg6sbcp5ytggy3oeob676bjgwcwhyr2pwcrmbvoilqd.onion 
143,[ransomhouse](https://ransomwatch.telemetry.ltd/#/profiles?id=ransomhouse) ,xw7au5pnwtl6lozbsudkmyd32n6gnqdngitjdppybudan3x3pjgpmpid.onion 
144,[cheers](https://ransomwatch.telemetry.ltd/#/profiles?id=cheers) ,rwiajgajdr4kzlnrj5zwebbukpcbrjhupjmk6gufxv6tg7myx34iocad.onion 
145,[cheers](https://ransomwatch.telemetry.ltd/#/profiles?id=cheers) ,crkfkmrh4qzbddfrl2axnkvjp5tgwx73d7lq4oycsfxc7pfgbfhtfiid.onion 
146,[darkangels](https://ransomwatch.telemetry.ltd/#/profiles?id=darkangels) ,wemo2ysyeq6km2nqhcrz63dkdhez3j25yw2nvn7xba2z4h7v7gyrfgid.onion 
147,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion 
148,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitapt2yfbt7lchxejug47kmqvqqxvvjpqkmevv4l3azl3gy6pyd.onion 
149,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitapt34kvrip6xojylohhxrwsvpzdffgs5z4pbbsywnzsbdguqd.onion 
150,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitapt5x4zkjbcqmz6frdhecqqgadevyiwqxukksspnlidyvd7qd.onion 
151,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion 
152,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitapt72iw55njgnqpymggskg5yp75ry7rirtdg4m7i42artsbqd.onion 
153,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitaptawjl6udhpd323uehekiyatj6ftcxmkwe5sezs4fqgpjpid.onion 
154,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitaptbdiajqtplcrigzgdjprwugkkut63nbvy2d5r4w2agyekqd.onion 
155,[lockbit3](https://ransomwatch.telemetry.ltd/#/profiles?id=lockbit3) ,lockbitaptc2iq4atewz2ise62q63wfktyrl4qtwuk5qax262kgtzjqd.onion 
156,[bluesky](https://ransomwatch.telemetry.ltd/#/profiles?id=bluesky) ,ccpyeuptrlatb2piua4ukhnhi7lrxgerrcrj4p2b5uhbzqm2xgdjaqid.onion 
157,[solidbit](https://ransomwatch.telemetry.ltd/#/profiles?id=solidbit) ,solidb2jco63vbhx4sfimnqmwhtdjk4jbbgq7a24cmzzkfse4rduxgid.onion 
